md5,Arch,ByteOrder,Machine,VT_score,label
d8fd787a2c3c919a7f461813dc6a0c66,32 bit,Little endian,i386,42,Gaygyt/BASHLITE (2014)
d8ff088c13c73beb082a4e1b7ce01bc4,32 bit,Big endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
d907e6904e18e4f1ecd82bdd7ec5d455,32 bit,Little endian,i386,39,Spike/Dofloo/MrBlack (2014)
d90b1dc5970649e5374ea9b360f08e7c,32 bit,Little endian,i386,41,Mirai (2016)
d91c6505f368106e5183612cb12a1fb3,32 bit,Big endian,MIPS R3000,38,Gaygyt/BASHLITE (2014)
d921e13e0d346e3b9d5dc9a7cd5c339e,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
d9243ee733b83436512a7f6ab2908d28,32 bit,Big endian,MIPS R3000,4,Gaygyt/BASHLITE (2014)
d925068267f9ef6ef92395113c532640,32 bit,Little endian,i386,38,Mirai (2016)
d925faca8db43feb25dfe1270811eb3f,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
d9263d306b6326bbe370ac269120941e,32 bit,Little endian,ARM,38,Gaygyt/BASHLITE (2014)
d926b6744c047d04c5bdfe38c1f19ea0,32 bit,Little endian,ARM,32,Gaygyt/BASHLITE (2014)
d92b768cbc983ab4769ec730c2e4238c,32 bit,Little endian,i386,39,Mirai (2016)
d92d9f02a30e0a0a2d40d7cd4d714f97,32 bit,Big endian,Motorola 68000,38,Mirai (2016)
d932d8757270d28e063d993a9fa23378,32 bit,Little endian,ARM,14,Gaygyt/BASHLITE (2014)
d936e0ca05fdb362e2e87b1f16283f97,32 bit,Little endian,ARM,40,Mirai (2016)
d9379c39887ed9a06e309b5e3b8c2e2f,32 bit,Little endian,ARM,24,Gaygyt/BASHLITE (2014)
d938853f559df9ad513ba153fd29b09e,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
d93a2cabeddcd3a56381afe6195ec791,32 bit,Big endian,PowerPC,39,Mirai (2016)
d93fafa3f4b37680bf876f0212b20605,32 bit,Big endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
d940beceee3e4936631b720b098645e4,32 bit,Little endian,SuperH,27,Gaygyt/BASHLITE (2014)
d94121d706e780c724c54cfa230eeac7,32 bit,Little endian,ARM,41,Spike/Dofloo/MrBlack (2014)
d9451dd9dba6b61b4144358b910a4fc7,32 bit,Little endian,ARM,40,Mirai (2016)
d945226db62ca56e21d1f6180dfbd971,32 bit,Big endian,MIPS R3000,42,Gaygyt/BASHLITE (2014)
d94748a380bc047ed2c2be22b8a4e08a,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
d947ed087ee26debe8f972c84d92031b,64 bit,Little endian,AMD x86-64,42,Gaygyt/BASHLITE (2014)
d94870e873264c625fbc331cffe33df4,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
d949384e18bee4e8fe4fcdfd8b03e816,32 bit,Little endian,ARM,33,Gaygyt/BASHLITE (2014)
d94992ed6697c97e9ca83d05999b3ccf,32 bit,Little endian,ARM,38,Mirai (2016)
d94bf49f7d83cb81655d3a8a894d1930,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
d94c76a365ef5981752414bb757d0e2b,32 bit,Little endian,i386,41,Mirai (2016)
d94d8c681dec4202630777966bc70396,32 bit,Little endian,i386,39,Mirai (2016)
d94e2b7df323459c6c60447313eb527e,32 bit,Big endian,SPARC,39,Gaygyt/BASHLITE (2014)
d9501f2ca012ca7b08c3d62e2f60e35e,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
d952464affd49a0cd4c8c921e05c04ac,64 bit,Little endian,AMD x86-64,39,Gaygyt/BASHLITE (2014)
d95352a8a3ad81f740b75d1c5428a827,32 bit,Little endian,MIPS R3000,38,Mirai (2016)
d95ea3a6d08274664b872c08ba4ca7e6,32 bit,Little endian,ARM,39,Mirai (2016)
d9608ec4c90ab95a453f64af42eb41e6,32 bit,Little endian,i386,40,Mirai (2016)
d96be2c4aaa7a094619082f609ba3ab4,32 bit,Little endian,ARM,17,Gaygyt/BASHLITE (2014)
d96c4e1b9962bee1c9c59962a18ca27f,32 bit,Big endian,SPARC,38,Gaygyt/BASHLITE (2014)
d972565eac955fde5bf1deb72eb03b2e,32 bit,Little endian,i386,42,Gaygyt/BASHLITE (2014)
d9734caa71320500ce3975d381ad220d,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
d976a768c3fb56cad1c76a4f8fcd0ac4,32 bit,Little endian,ARM,41,Mirai (2016)
d9773c6d36d5abd0a7d36f5799a9f8c4,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
d97809fd1653136058234b04982ebb06,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
d97ef46af47ca401b12666936647f702,32 bit,Little endian,i386,39,Mirai (2016)
d98101e6d1949bb26774e080f58305fd,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
d98204571f23043a09bd914e12eae758,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
d987cc57d626f7ed7cfd84ddf069fb14,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
d98997b9b39fa4090d519a98959326a6,32 bit,Little endian,SuperH,3,Others
d99587511ecbc7b00da827a93f2e10ea,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
d995b19c32890e74e5a7ab68ebefaaef,32 bit,Little endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
d99f3fdf8264d13ea651fbe09902a887,64 bit,Little endian,AMD x86-64,29,Mirai (2016)
d9a4c586bb90e487a729d879132afc4f,32 bit,Little endian,MIPS R3000,41,Spike/Dofloo/MrBlack (2014)
d9a76b50876dc0672fc67cad770e10f5,32 bit,Little endian,ARM,42,Gaygyt/BASHLITE (2014)
d9b40772184421d404ac9ec7c0cbb7f0,32 bit,Big endian,MIPS R3000,4,Others
d9bb5663b3641ea3ef417cdc6950325d,32 bit,Little endian,i386,39,Mirai (2016)
d9bc9ae91049ad3c3b5faa29a7a5e121,64 bit,Little endian,AMD x86-64,42,Gaygyt/BASHLITE (2014)
d9bff8d3c363520a65805a9f9f8cd8ab,32 bit,Little endian,ARM,35,Gaygyt/BASHLITE (2014)
d9c173d3087d9651f2d7a4b390a6be7e,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
d9c3e6464014d388a29f122b94e023d8,32 bit,Little endian,ARM,38,Mirai (2016)
d9c85d5d4c89c21dccf8c3fddad4e34d,64 bit,Little endian,AMD x86-64,41,Gaygyt/BASHLITE (2014)
d9ca854ebb081c44dfe6e64139d3f1a8,32 bit,Big endian,PowerPC,40,Gaygyt/BASHLITE (2014)
d9cb857395c90f394b952e3bb4a818f4,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
d9ce5f8b322323f88d7be3b44279aea1,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
d9d1b3834b638e6311ba5ddabaa9082a,32 bit,Big endian,SPARC,39,Gaygyt/BASHLITE (2014)
d9d3600123dd5c5f4c445025de9270c0,32 bit,Little endian,i386,42,Spike/Dofloo/MrBlack (2014)
d9d8e2abf65b774118bea9fa6f2b7d5b,32 bit,Little endian,MIPS R3000,31,Gaygyt/BASHLITE (2014)
d9e2bc6e7fc64708d1e4000c2a8db7d6,32 bit,Little endian,MIPS R3000,41,Mirai (2016)
d9e7ca9c69f69a976b5902129614a8d3,32 bit,Little endian,MIPS R3000,39,Mirai (2016)
d9f2cc2c8885b6feaa7f1674deeb93a7,32 bit,Little endian,i386,41,Spike/Dofloo/MrBlack (2014)
d9f57baad7e2859aab0639d85ea145b6,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
d9f87832f32165a52232db46d44e95e6,32 bit,Little endian,MIPS R3000,38,Gaygyt/BASHLITE (2014)
d9f89092489c71655abb43c67924bca7,32 bit,Big endian,PowerPC,33,Gaygyt/BASHLITE (2014)
d9fc91d3aa034507423e10df44a5f96f,32 bit,Big endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
da006755e7e0105352bbd075f35250ab,64 bit,Little endian,AMD x86-64,36,Mirai (2016)
da09bbbb5e5d05ccbb44c04397828fa6,64 bit,Little endian,AMD x86-64,42,Mirai (2016)
da0cda351f71651317be2bcfcfe799c4,32 bit,Little endian,MIPS R3000,40,Mirai (2016)
da0e9f52faab194ed1fd792685345f9e,32 bit,Big endian,SPARC,41,Gaygyt/BASHLITE (2014)
da0f0594ec91458e8780eeaf6c3643a0,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
da11bc8309f7033c2a2fbf953fe7adef,32 bit,Little endian,i386,40,Hajime (2016)
da141c7f19bb5aa3544719cfe59d4cd1,32 bit,Big endian,Motorola 68000,38,Mirai (2016)
da1611a42e6f6261b5501e42774f3bc2,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
da170b6de08eb22ceaa7f0e1e2068fd4,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
da19a94ebaf8b8afc68f895e55d4bdc2,64 bit,Little endian,AMD x86-64,42,Mirai (2016)
da2454a6841e99b004699c53d1015fa2,32 bit,Little endian,SuperH,39,Gaygyt/BASHLITE (2014)
da2691a296bb58137239bbdf4bc0da86,32 bit,Little endian,i386,33,Mirai (2016)
da3612f5e537ab8acf6c474e8b4b7f22,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
da37be2e1575b82321e9700b66932194,32 bit,Little endian,ARM,35,Mirai (2016)
da3b367b83430c1652b4fd2307611ad5,32 bit,Big endian,PowerPC,41,Mirai (2016)
da3ba46fdf697b4280afda0d30850666,32 bit,Little endian,SuperH,41,Gaygyt/BASHLITE (2014)
da47b793566a0ec0acce1ec60192244f,32 bit,Little endian,ARM,41,Mirai (2016)
da4a1b926c85b4c32aa49342cea66f14,32 bit,Little endian,ARM,42,Mirai (2016)
da4a4dba245ba1965ed5b71802d87819,32 bit,Little endian,i386,40,Gaygyt/BASHLITE (2014)
da4ffa86d6b9a081a2315329dcd12336,32 bit,Little endian,ARM,41,Mirai (2016)
da50dd3bbf05011d5511d363900fd8b3,32 bit,Little endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
da577f25f311b6b581ed1771cf46f77d,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
da5a75725dc4c476a838430fd10bde7c,32 bit,Big endian,MIPS R3000,40,Mirai (2016)
da62f411b89f6630015401bdaccb595e,32 bit,Little endian,i386,32,Mirai (2016)
da62fc204e95202b15177bda7a8747f4,32 bit,Little endian,ARM,32,Gaygyt/BASHLITE (2014)
da633762cd322ff370494022018940c5,32 bit,Little endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
da637978f66d1b9de1d49d25721cf802,32 bit,Big endian,Motorola 68000,38,Tsunami/Kaiten (2013)
da69727b437aa2153d16a16c37e3d720,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
da6be288cc18ff962515a01c79f14779,32 bit,Little endian,i386,43,Gaygyt/BASHLITE (2014)
da6e8e589d315edecca4817cfb4e0e0d,64 bit,Little endian,AMD x86-64,31,Gaygyt/BASHLITE (2014)
da70d52e8c0ebc7a770988a9f4310b49,32 bit,Little endian,ARM,41,Mirai (2016)
da71b178cb5b6e72717b45d0c451d722,32 bit,Little endian,SuperH,40,Gaygyt/BASHLITE (2014)
da732293c83853ec269077cc2ea5c81f,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
da772ff6d1a86b681df96158b2c45bfa,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
da7b95ee45bcebe4a50a5e8e7a8e486c,32 bit,Big endian,PowerPC,40,Gaygyt/BASHLITE (2014)
da7f4372ba968fedfc4dcbbf095d6d78,32 bit,Little endian,i386,42,Mirai (2016)
da80d9ac654180b2dfcf94aa174dfe1c,64 bit,Little endian,AMD x86-64,29,Gaygyt/BASHLITE (2014)
da835b0d8de74965e755a8760abb33e7,32 bit,Big endian,PowerPC,40,Gaygyt/BASHLITE (2014)
da843d869e745d40d604b6a165117496,64 bit,Little endian,AMD x86-64,34,Gaygyt/BASHLITE (2014)
da8516edb9d9c30dcd671ad9d264e04e,32 bit,Little endian,MIPS R3000,39,Mirai (2016)
da8d7488f3359d3b6d34af10149cb00c,32 bit,Little endian,ARM,38,Gaygyt/BASHLITE (2014)
da8fda8dded412bc1edca162f2e49fee,32 bit,Little endian,i386,40,Gaygyt/BASHLITE (2014)
da95ac5047bda1e3186e0730d0b8a49d,32 bit,Big endian,SPARC,34,Mirai (2016)
da9cac70974555a87d068d8eb3bbf521,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
da9d20021b03e8c3f3106d4f2e3578c1,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
daaca5f63f484d45b17f78a895ace4fd,32 bit,Big endian,Motorola 68000,36,Gaygyt/BASHLITE (2014)
daadf9c9e873fed40ffa2c06b9177d92,32 bit,Big endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
daae639e0f194989d8ed0d69a323f00f,32 bit,Little endian,i386,33,Others
dabff9fc18ffe8f759469e7e2417125a,32 bit,Little endian,ARM,39,Mirai (2016)
dac1c6703f9365aea01e8888a6f925a2,32 bit,Big endian,MIPS R3000,23,Gaygyt/BASHLITE (2014)
dac213e5e5162bd7bdf57068571eca00,32 bit,Little endian,i386,41,Mirai (2016)
dac77f9f6c94683328e4a2ef544f9925,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
dacb3ac30f82e6df6593d5c5710e581d,32 bit,Little endian,ARM,38,Mirai (2016)
dacc821875c080d767119e4c12434b19,32 bit,Little endian,ARM,40,Mirai (2016)
dacccf92276a3557fec3a04093c29215,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
dad912964086f5a4e8723e5ec6b39e55,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
dadb0ea663b2616f968b6072cde264eb,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
dadb28ccc02e5909dc0c5b987acd49d2,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
dadd1e05d680bf89e400809ae39f93a1,64 bit,Little endian,AMD x86-64,43,Gaygyt/BASHLITE (2014)
dae0540cc2e27f78b8711c80d8b50302,32 bit,Little endian,i386,40,Mirai (2016)
dae1cdc4e87102dff18ef8a6deb1b904,32 bit,Little endian,i386,42,Gaygyt/BASHLITE (2014)
dae6ee090a75918a2032d475538ebf21,32 bit,Little endian,i386,40,Mirai (2016)
daece2eb582b60298d38c645362bee5e,32 bit,Little endian,ARM,40,Mirai (2016)
daedb86ee9a8952afceee661094723df,32 bit,Big endian,SPARC,39,Gaygyt/BASHLITE (2014)
daf3ba075d3f8721de97c980ab32022d,32 bit,Little endian,i386,43,Gaygyt/BASHLITE (2014)
daf5cf07957b2f22e0c7d9e656570b01,32 bit,Little endian,i386,34,Mirai (2016)
db03210438a9f850214a5522bf0e45af,32 bit,Little endian,i386,42,Gaygyt/BASHLITE (2014)
db087f5265e412f0162127d316e29a1c,32 bit,Big endian,PowerPC,40,Gaygyt/BASHLITE (2014)
db1b101d9fa83f47e0ed363bef86b8a3,32 bit,Little endian,i386,3,Others
db25dff7561146db222d7ba3712f4c48,32 bit,Big endian,PowerPC,38,Gaygyt/BASHLITE (2014)
db2b1374a2990ed6c1e164304712ee8b,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
db2efb20153b3ce3800f9698957e18b6,32 bit,Little endian,ARM,40,Mirai (2016)
db2f492491048533e000062ad6de6023,64 bit,Little endian,AMD x86-64,42,Gaygyt/BASHLITE (2014)
db3401089d46c5d1894053778c06f8a2,32 bit,Big endian,PowerPC,40,Gaygyt/BASHLITE (2014)
db340dd9193f809973cf3d8eb19fd423,32 bit,Big endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
db35960df29fcdd919cfe9ef5ba27ddb,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
db36cc6c04b5b6e2cd9c73e6b5b29bbd,32 bit,Little endian,ARM,38,Mirai (2016)
db39e6225dceb5b73f98feefbca1a1ea,32 bit,Little endian,MIPS R3000,37,Tsunami/Kaiten (2013)
db3b720dd5dfd11f66e3994464f2ba16,32 bit,Little endian,i386,33,Gaygyt/BASHLITE (2014)
db3e49d7a25a5e18857000e74afb774b,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
db4f986d8751962e5f29d3f0d4056c39,32 bit,Big endian,PowerPC,39,Gaygyt/BASHLITE (2014)
db5a45721b288f11f5b4063592391d43,32 bit,Big endian,PowerPC,39,Gaygyt/BASHLITE (2014)
db5adbfe15747c6ff5528b57b1ec6fc8,32 bit,Little endian,ARM,40,Mirai (2016)
db5cb76fc54aed583371c27c00f2e2b3,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
db5ddc8e7a2c74b74c36184a1b26475a,32 bit,Little endian,i386,44,Gaygyt/BASHLITE (2014)
db668d5243cb9a527452596ed4d774bf,32 bit,Little endian,i386,35,Mirai (2016)
db6a803bd2432a4f94923de7539133a4,64 bit,Little endian,AMD x86-64,42,Gaygyt/BASHLITE (2014)
db6b5fd31edf176e2d0302b5afa69e96,32 bit,Little endian,ARM,36,Mirai (2016)
db6de092836de6fdca58693c9eea5c71,32 bit,Little endian,i386,40,Gaygyt/BASHLITE (2014)
db6dfb4c2df39fc162ce410b4d191081,32 bit,Big endian,SPARC,41,Gaygyt/BASHLITE (2014)
db6ff5b03d2995d55de527bfdbf97555,32 bit,Little endian,ARM,37,Gaygyt/BASHLITE (2014)
db7299933f617e3f2dc10f5cbf519cc3,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
db740e38a5e9247f232114059303a90f,32 bit,Little endian,i386,40,Gaygyt/BASHLITE (2014)
db7995ae0bf82d46d31547e80d20dbaf,32 bit,Little endian,i386,40,Tsunami/Kaiten (2013)
db7a7310c0995a79a56654e7ad20889c,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
db7fafb23b03a21b5f69e97f023cb454,32 bit,Little endian,i386,40,Mirai (2016)
db81f8fc233997f330d42e0405b2af91,32 bit,Little endian,i386,39,Mirai (2016)
db857ac4643d42484b8284283bebf2db,32 bit,Little endian,i386,42,Gaygyt/BASHLITE (2014)
db87ed52ed9562cbee312141fbf76f05,32 bit,Little endian,ARM,39,Mirai (2016)
db87f5fe6ecb8c246720c1f6a2520a72,32 bit,Big endian,PowerPC,41,Gaygyt/BASHLITE (2014)
db882d0d9ffc649a360ecca2727a250c,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
db88f81346aeae49bb7be8f9fc6aeab9,32 bit,Little endian,ARM,40,Mirai (2016)
db89fbbf70e8a2521fae464df57bf395,32 bit,Big endian,SPARC,28,Gaygyt/BASHLITE (2014)
db8b96582928093469d8d23c679d3ec6,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
db944d7dd4dd9cf598817e8bb7783271,32 bit,Little endian,ARM,41,Mirai (2016)
db97dd112a7bb3cc177fb8f6e5dda0a8,32 bit,Little endian,ARM,37,Mirai (2016)
db9a9e173e5ec0f80e879399d7eb3244,32 bit,Little endian,ARM,38,Mirai (2016)
dba914cfd07b202cb3a55a5decc5b32b,64 bit,Little endian,AMD x86-64,37,Gaygyt/BASHLITE (2014)
dbadca2b6cbac2d69cf48f5dd64089b3,32 bit,Little endian,i386,40,Mirai (2016)
dbb2114c11cd984c3aad27c4b77bc032,32 bit,Little endian,ARM,41,Gaygyt/BASHLITE (2014)
dbb2552825c9144afda1fb29b61abb31,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
dbb30e7f85d4469ed1b1255fdc948a56,32 bit,Little endian,MIPS R3000,26,Gaygyt/BASHLITE (2014)
dbb4d2d653561a7b490c9759cefdd35b,32 bit,Little endian,ARM,38,Mirai (2016)
dbb56de696c6fd28410cec36eb75b958,32 bit,Little endian,ARM,40,Gaygyt/BASHLITE (2014)
dbbcec45f482b069693a74a663ce6004,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
dbbe3ef261412a3f2a4d4f5464e716b6,32 bit,Little endian,ARM,38,Gaygyt/BASHLITE (2014)
dbbfac2f10ffbe39f97a3c6f563255b1,32 bit,Big endian,MIPS R3000,41,Gaygyt/BASHLITE (2014)
dbc27dfe05bd89c3607d42b465af57d4,32 bit,Little endian,i386,3,Mirai (2016)
dbc7d0cfd81aaf8f115dbdb0d2700d4a,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
dbd03f5a8905f5e119489104b237432f,32 bit,Little endian,i386,39,Mirai (2016)
dbd27ed77102b35de2b26dd25e6799a2,32 bit,Big endian,PowerPC,40,Mirai (2016)
dbdb66181089729ccf9d724f0d47fc1c,64 bit,Little endian,AMD x86-64,37,Gaygyt/BASHLITE (2014)
dbdea807a99d181167c56b3820ea1a55,32 bit,Little endian,ARM,33,Mirai (2016)
dbe1d6663ff29c604b2f4adcff138d02,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
dbe71bba14af81496aadfb30f32f7a13,32 bit,Big endian,SPARC,39,Gaygyt/BASHLITE (2014)
dbe8abe8a1bdad77930987310682a797,32 bit,Little endian,ARM,37,Mirai (2016)
dbeca93681efd2b03ecc0edb6d9200d2,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
dbf219eac6fda40bb05aa970b0e8330c,32 bit,Little endian,ARM,39,Gaygyt/BASHLITE (2014)
dbfb31a34ec7461ea22ec3d935005276,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
dc0ba8575a4ad7bf050526a57a1950eb,32 bit,Little endian,i386,29,Mirai (2016)
dc0eb8981e55c2529aa13aa7771fa8d1,32 bit,Little endian,ARM,33,Gaygyt/BASHLITE (2014)
dc0f6142c27812ff5b76df81fba1237d,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
dc11905db6d7b885d0672836690b0789,64 bit,Little endian,AMD x86-64,41,Gaygyt/BASHLITE (2014)
dc11aa27879d7e14fa5e9b6309689709,32 bit,Big endian,SPARC,2,Others
dc1a90ffcfde6e2703dc287ecdad48fa,32 bit,Big endian,MIPS R3000,3,Gaygyt/BASHLITE (2014)
dc23c0e62be65b39a696069641d3c6d3,32 bit,Little endian,SuperH,33,Gaygyt/BASHLITE (2014)
dc24462e674efa5f66ad1c775d8df507,32 bit,Big endian,MIPS R3000,39,Tsunami/Kaiten (2013)
dc28937a86084c84406d5dd4cfb0edb8,32 bit,Big endian,MIPS R3000,37,Gaygyt/BASHLITE (2014)
dc2bb8412fea47a654442ddcf6bd4c26,32 bit,Little endian,MIPS R3000,40,Mirai (2016)
dc2fe024b799f45481cf698b52e6af7b,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
dc397d429547b10ec80346bd50853e21,32 bit,Little endian,ARM,39,Mirai (2016)
dc3ae7d0cba944f07753829267a09935,32 bit,Big endian,PowerPC,39,Gaygyt/BASHLITE (2014)
dc3de8936971a83ab0b34d53302313df,32 bit,Big endian,Motorola 68000,39,Tsunami/Kaiten (2013)
dc3e0a65b586e019767179e705294d0a,32 bit,Big endian,MIPS R3000,4,Mirai (2016)
dc4d360875146cd620e74505f57e5444,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
dc5107d86253e8a78f07fbc2e54f2263,32 bit,Big endian,PowerPC,26,Mirai (2016)
dc52e9c0acae6e47066673911a8d0e4a,32 bit,Little endian,i386,32,Gaygyt/BASHLITE (2014)
dc5b67cadf00a0f1efebd9364c6fd817,32 bit,Big endian,PowerPC,39,Gaygyt/BASHLITE (2014)
dc6457f882f8a27f29fb894cd5544a9e,32 bit,Big endian,MIPS R3000,33,Hajime (2016)
dc682501d7c0188a540cb6f7d96207c9,32 bit,Little endian,ARM,38,Gaygyt/BASHLITE (2014)
dc6aabf0a676fed060999556cd290154,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
dc6eb948331ba6ed9a0be6b2b359503e,32 bit,Little endian,ARM,41,Mirai (2016)
dc7169481eec6d6542c7ab7f2146bb9f,32 bit,Big endian,SPARC,33,Gaygyt/BASHLITE (2014)
dc7654045ad38e2a407e77bc9658a22c,32 bit,Little endian,i386,40,Mirai (2016)
dc766c3da06d846212bd7eb1dd9f4468,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
dc7bb14f6fbb1810f73eee5b5558a198,32 bit,Big endian,SPARC,41,Gaygyt/BASHLITE (2014)
dc7bfcf19ba72c2e4e83836c30b72d8d,32 bit,Little endian,SuperH,38,Gaygyt/BASHLITE (2014)
dc80bbd2f4210fd737c7066d00458e00,32 bit,Little endian,ARM,24,Gaygyt/BASHLITE (2014)
dc80c6af6358d4fde71f572018f53c61,32 bit,Little endian,i386,40,Mirai (2016)
dc878ee757da031bdd787b251b5a6813,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
dc91d885eb3253a50fa4314768bf99f4,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
dc98171071247b67517f90933dcb570d,64 bit,Little endian,AMD x86-64,35,Gaygyt/BASHLITE (2014)
dc998914e0c16479d8798a0499b68eba,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
dc99d91fd69db2f9ca35c1006237f94a,32 bit,Little endian,i386,40,Mirai (2016)
dc9f447b5493781fad80175e8c9235f1,32 bit,Little endian,ARM,38,Mirai (2016)
dca45e558a82e82c5e795130777dfb34,32 bit,Little endian,MIPS R3000,39,Tsunami/Kaiten (2013)
dca7f6980339cc186afd9b9484472b4e,32 bit,Little endian,MIPS R3000,2,Others
dcaf0f36371d2522d1bbe8909490c61b,32 bit,Little endian,ARM,40,Mirai (2016)
dcb2b04407d287f3da7120017fba407d,32 bit,Big endian,PowerPC,40,Gaygyt/BASHLITE (2014)
dcc1fc5381d35a28cf2256b0f4e4a23d,32 bit,Little endian,i386,27,Mirai (2016)
dcc4359df041d82f01c1f9a1fd3c1276,64 bit,Little endian,AMD x86-64,3,Gaygyt/BASHLITE (2014)
dcc692253cf5749164ae32bc5209e261,32 bit,Big endian,SPARC,41,Gaygyt/BASHLITE (2014)
dcc853fd068b006c378d582724078740,32 bit,Big endian,PowerPC,32,Mirai (2016)
dcc882bf07f5bb3ef989060011d89834,64 bit,Little endian,AMD x86-64,35,Mirai (2016)
dcd389973b64867758b372ae56229421,32 bit,Little endian,i386,41,Mirai (2016)
dcdc5cc7114784c966eb44a6a085245b,32 bit,Little endian,i386,43,Gaygyt/BASHLITE (2014)
dce28441b37ebe31cf0257076606103a,32 bit,Big endian,SPARC,37,Mirai (2016)
dce96a67efb8a11e512f3c978e4cea57,32 bit,Little endian,i386,39,Gaygyt/BASHLITE (2014)
dceaca91dae1f4c21284d92822e4ecfb,32 bit,Little endian,i386,41,Gaygyt/BASHLITE (2014)
dcec31eab05f313c82eedcdcdeec5798,32 bit,Little endian,MIPS R3000,40,Gaygyt/BASHLITE (2014)
dcec3d107b681b8682904ef6630c2021,32 bit,Big endian,SPARC,40,Gaygyt/BASHLITE (2014)
dceedce069b1c3f1d0a7e0dda8c79962,32 bit,Little endian,MIPS R3000,38,Gaygyt/BASHLITE (2014)
dceef5d1d6aad17a6909baaab0b9aca6,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
dcf2a80c55ee8eebbd1303cc92f41296,32 bit,Big endian,MIPS R3000,39,Gaygyt/BASHLITE (2014)
dcf3b506bf61a607102ff3b9d7e81ed1,32 bit,Little endian,ARM,41,Mirai (2016)
